,Position,Stock,ISIN,Name
4,2425,VN000000MTB7,MTB,Công ty cổ phần Môi trường và Công trình đô thị tỉnh Thái Bình
5,2426,VN000000MTC5,MTC,Công ty Cổ phần Dịch vụ Du lịch Mỹ Trà
6,2427,VN000000MTG6,MTG,Công ty Cổ phần MT Gas
7,2428,VN000000MTH4,MTH,Công ty cổ phần Môi trường Đô thị Hà Đông
8,2429,VN000000MTL6,MTL,Công ty cổ phần Dịch vụ Môi trường Đô thị Từ Liêm
9,2430,VN000000MTM4,MTM,Công ty cổ phần Mỏ và Xuất nhập khẩu Khoáng sản Miền Trung
0,2431,VN000000MTP7,MTP,Công ty cổ phần Dược Medipharco
1,2432,VN000000MTS1,MTS,Công ty cổ phần Vật tư - TKV
2,2433,VN000000MTV5,MTV,Công ty cổ phần Dịch vụ môi trường và Công trình đô thị Vũng Tàu
3,2434,VN000000MVB3,MVB,Tổng Công ty Công nghiệp mỏ Việt Bắc TKV - CTCP
4,2435,VN000000MVC1,MVC,Công ty cổ phần Vật liệu và Xây dựng Bình Dương
5,2436,VN000000MVN8,MVN,Tổng Công ty Hàng hải Việt Nam – CTCP
6,2437,VN000000MVY5,MVY,Công ty cổ phần Môi trường và Dịch vụ Đô thị Vĩnh Yên
7,2438,VN000000MWG0,MWG,Công ty cổ phần Đầu tư Thế giới Di động
8,2439,VN000000MXC7,MXC,Trung tâm Nông nghiệp Mùa Xuân
9,2440,VN000000NAB5,NAB,Ngân hàng Thương mại cổ phần Nam Á
0,2441,VN000000NAC3,NAC,Công ty cổ phần Tư vấn Xây dựng Tổng hợp
1,2442,VN000000NAF6,NAF,Công ty cổ phần Nafoods Group
2,2443,VN000000NAG4,NAG,Công ty cổ phần Tập đoàn Nagakawa
3,2444,VN000000NAP5,NAP,Công ty cổ phần Cảng Nghệ Tĩnh
4,2445,VN000000NAS9,NAS,Công ty Cổ phần Dịch vụ Hàng không Sân bay Nội Bài
5,2446,VN000000NAU5,NAU,Công ty Cổ phần Môi trường và Công trình đô thị Nghệ An
6,2447,VN000000NAV3,NAV,Công ty Cổ phần Nam Việt
7,2448,VN000000NAW1,NAW,Công ty cổ phần Cấp nước Nghệ An
8,2449,VN000000NBB3,NBB,Công ty Cổ phần Đầu tư Năm Bảy Bảy
9,2450,VN000000NBC1,NBC,Công ty cổ phần Than Núi Béo - Vinacomin
0,2451,VN000000NBE7,NBE,Công ty cổ phần Sách và Thiết bị giáo dục miền Bắc
1,2452,VN000000NBP3,NBP,Công ty Cổ phần Nhiệt điện Ninh Bình
2,2453,VN000000NBR9,NBR,Công ty cổ phần Đường sắt Nghĩa Bình
3,2454,VN000000NBS7,NBS,CTCP Bến xe Nghệ An
4,2455,VN000000NBT5,NBT,Công ty cổ phần Cấp thoát nước Bến Tre
5,2456,VN000000NBW9,NBW,Công ty cổ phần Cấp nước Nhà Bè
6,2457,VN000000NCP1,NCP,Công ty cổ phần Nhiệt điện Cẩm Phả - TKV
7,2458,VN000000NCS5,NCS,Công ty cổ phần Suất ăn Hàng không Nội Bài
8,2459,VN000000NCT3,NCT,Công ty cổ phần Dịch vụ Hàng hóa Nội Bài
9,2460,VN000000ND20,ND2,Công ty Cổ phần Đầu tư và Phát triển điện Miền Bắc 2
0,2461,VN000000NDC7,NDC,Công ty cổ phần Nam Dược
1,2462,VN000000NDF0,NDF,Công ty cổ phần Chế biến thực phẩm nông sản xuất khẩu Nam Định
2,2463,VN000000NDN4,NDN,Công ty cổ phần Đầu tư Phát triển Nhà Đà Nẵng
3,2464,VN000000NDP9,NDP,Công ty Cổ phần Dược phẩm 2/9
4,2465,VN000000NDT1,NDT,Tổng Công ty cổ phần Dệt May Nam Định
5,2466,VN000000NDW5,NDW,Công ty cổ phần Cấp nước Nam Định
6,2467,VN000000NDX3,NDX,Công ty cổ phần Xây lắp Phát triển Nhà Đà Nẵng
7,2468,VN000000NED3,NED,Công ty cổ phần Đầu tư và Phát triển Điện Tây Bắc
8,2469,VN000000NET9,NET,Công ty Cổ phần Bột giặt NET
9,2470,VN000000NFC2,NFC,Công ty cổ phần Phân lân Ninh Bình
0,2471,VN000000NGC0,NGC,CTCP Chế Biến Thủy sản xuất khẩu Ngô Quyền
1,2472,VN000000NHA2,NHA,Tổng công ty Đầu tư Phát triển nhà và Đô thị Nam Hà Nội
2,2473,VN000000NHC8,NHC,Công ty Cổ phần Gạch Ngói Nhị Hiệp
3,2474,VN000000NHG9,NHG,Công ty cổ phần Cấp thoát nước tỉnh Hà Giang
4,2475,VN000000NHH7,NHH,Công ty cổ phần Nhựa Hà Nội
5,2476,VN000000NHN5,NHN,Công ty cổ phần Phát triển Đô thị Nam Hà Nội
6,2477,VN000000NHP0,NHP,Công ty cổ phần Sản xuất Xuất nhập khẩu NHP
7,2478,VN000000NHS4,NHS,Công ty Cổ phần Đường Ninh Hòa
8,2479,VN000000NHT2,NHT,Công ty cổ phần Sản xuất và Thương mại Nam Hoa
9,2480,VN000000NHV8,NHV,Công ty cổ phần Đầu tư NHV
0,2481,VN000000NHW6,NHW,Công ty cổ phần NGÔ HAN
1,2482,VN000000NIC6,NIC,Công ty cổ phần Đầu tư Nhơn Trạch
2,2483,VN000000NIS2,NIS,Công ty cổ phần Dịch vụ hạ tầng mạng
3,2484,VN000000NJC4,NJC,Công ty cổ phần May Nam Định
4,2485,VN000000NKD0,NKD,Công ty Cổ phần Chế biến thực phẩm Kinh Đô miền Bắc
5,2486,VN000000NKG3,NKG,CTCP Thép Nam Kim
6,2487,VN000000NLC0,NLC,Công ty cổ phần Thuỷ điện Nà Lơi
7,2488,VN000000NLG1,NLG,Công ty cổ phần Đầu tư Nam Long
8,2489,VN000000NLS6,NLS,Công ty cổ phần Cấp thoát nước Lạng Sơn
9,2490,VN000000NMK1,NMK,Công ty cổ phần Xây dựng Công trình 510
0,2491,VN000000NNB8,NNB,Công ty cổ phần Cấp thoát nước Ninh Bình
1,2492,VN000000NNC6,NNC,Công ty cổ phần Đá Núi Nhỏ
2,2493,VN000000NNG7,NNG,Công ty cổ phần Công nghiệp - Dịch vụ - Thương mại Ngọc Nghĩa
3,2494,VN000000NNQ6,NNQ,Trung tâm Giống Nông – Lâm nghiệp Quảng Nam (Tên doanh nghiệp dự kiến sau khi cổ phần hóa: Công ty cổ phần Giống Nông nghiệp Quảng Nam)
4,2495,VN000000NNT0,NNT,CTCP Cấp Nước Ninh Thuận
5,2496,VN000000NOS0,NOS,Công ty cổ phần Vận tải biển và Thương mại Phương Đông
6,2497,VN000000NPH0,NPH,Công ty cổ phần Khách sạn Bưu điện Nha Trang
7,2498,VN0NPM118047,NPM11804,Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo
8,2499,VN0NPM118054,NPM11805,Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo
9,2500,VN0NPM119078,NPM11907,Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo
0,2501,VN0NPM119094,NPM11909,Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo
1,2502,VN0NPM119102,NPM11910,Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo
2,2503,VN0NPM119110,NPM11911,Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo
3,2504,VN000000NPS7,NPS,Công ty cổ phần May Phú Thịnh – Nhà Bè
4,2505,VN000000NQB1,NQB,Công ty cổ phần Cấp nước Quảng Bình
5,2506,VN000000NQN6,NQN,Công ty cổ phần Nước sạch Quảng Ninh
6,2507,VN000000NQT3,NQT,Công ty cổ phần Nước sạch Quảng Trị
7,2508,VN000000NRC7,NRC,Công ty Cổ phần Tập đoàn Danh Khôi
8,2509,VN000000NS23,NS2,Công ty cổ phần Nước sạch số 2 Hà Nội
9,2510,VN000000NS31,NS3,Công ty cổ phần Sản xuất Kinh doanh Nước sạch số 3 Hà Nội
0,2511,VN000000NSC5,NSC,Công ty cổ phần Tập đoàn Giống cây trồng Việt Nam
1,2512,VN000000NSG6,NSG,Công ty cổ phần Nhựa Sài Gòn
2,2513,VN000000NSH4,NSH,Công ty cổ phần Nhôm Sông Hồng
3,2514,VN000000NSL6,NSL,Công ty cổ phần Cấp nước Sơn La
4,2515,VN000000NSN2,NSN,Công ty Cổ phần Xây dựng 565
5,2516,VN000000NSP7,NSP,Công ty Cổ phần Nhựa Sam Phú
6,2517,VN000000NSS1,NSS,Công ty cổ phần Nông Súc Sản Đồng Nai
7,2518,VN000000NST9,NST,Công ty cổ phần Ngân Sơn
8,2519,VN000000NT22,NT2,CTCP Điện Lực Dầu khí Nhơn Trạch 2
9,2520,VN000000NTB5,NTB,CTCP Đầu tư xây dựng và Khai thác công trình giao thông 584
0,2521,VN000000NTC3,NTC,Công ty cổ phần Khu Công nghiệp Nam Tân Uyên
1,2522,VN000000NTF6,NTF,Công ty cổ phần Dược - Vật tư Y tế Nghệ An
2,2523,VN000000NTH2,NTH,Công ty cổ phần Thủy điện Nước trong
3,2524,VN000000NTL4,NTL,Công ty cổ phần phát triển đô thị Từ Liêm
4,2525,VN000000NTP5,NTP,Công ty cổ phần Nhựa Thiếu niên Tiền Phong
5,2526,VN000000NTR1,NTR,Công ty cổ phần Đường sắt Nghệ Tĩnh
6,2527,VN000000NTS9,NTS,Công ty cổ phần nội thất Shinec
7,2528,VN000000NTT7,NTT,Công ty cổ phần Dệt – May Nha Trang
8,2529,VN000000NTW1,NTW,Công ty cổ phần Cấp nước Nhơn Trạch
9,2530,VN000000NUE7,NUE,Công ty cổ phần Môi trường Đô thị Nha Trang
0,2531,VN000000NVB1,NVB,Ngân hàng Thương mại Cổ phần Quốc Dân
1,2532,VN000000NVC9,NVC,Công ty cổ phần Nam Vang
2,2533,VN000000NVL0,NVL,Công ty cổ phần Tập đoàn Đầu tư Địa ốc No Va
3,2534,VN0NVL116051,NVL11605,Công ty cổ phần Tập đoàn Đầu tư Địa ốc No Va
4,2535,VN0NVL117083,NVL11708,Công ty cổ phần Tập đoàn Đầu tư Địa ốc No Va
5,2536,VN0NVL117141,NVL11714,Công ty cổ phần Tập đoàn Đầu tư Địa ốc No Va
6,2537,VN0NVL117158,NVL11715,Công ty cổ phần Tập đoàn Đầu tư Địa ốc No Va
7,2538,VN0NVL216026,NVL21602,Công ty cổ phần Tập đoàn Đầu tư Địa ốc No Va
8,2539,VN0NVL216034,NVL21603,Công ty cổ phần Tập đoàn Đầu tư Địa ốc No Va
9,2540,VN0NVL216042,NVL21604,Công ty cổ phần Tập đoàn Đầu tư Địa ốc No Va
0,2541,VN000000NVN6,NVN,Công ty cổ phần Nhà Việt Nam
1,2542,VN000000NVP1,NVP,Công ty cổ phần Nước sạch Vĩnh Phúc
2,2543,VN000000NVT3,NVT,Công ty cổ phần Bất động sản Du lịch Ninh Vân Bay
3,2544,VN000000NWT1,NWT,Công ty cổ phần Vận tải Newway
4,2545,VN000000NXT9,NXT,Công ty cổ phần Sản xuất và Cung ứng vật liệu xây dựng Kon Tum
5,2546,VN000000OCB9,OCB,Ngân hàng Thương mại cổ phần Phương Đông
6,2547,VN000000OCH6,OCH,Công ty cổ phần Khách sạn và Dịch vụ OCH
7,2548,VN000000ODE1,ODE,Công ty cổ phần Tập đoàn Truyền thông và Giải trí ODE
8,2549,VN000000OGC8,OGC,Công ty cổ phần tập đoàn Đại Dương
9,2550,VN000000OIL5,OIL,Tổng Công ty Dầu Việt Nam - Công ty cổ phần
0,2551,VN000000OLC8,OLC,Công ty cổ phần Xây dựng Dịch vụ và Hợp tác lao động
1,2552,VN000000ONE0,ONE,Công ty cổ phần Truyền thông số 1
2,2553,VN000000ONW2,ONW,Công ty cổ phần Dịch vụ Một thế giới
3,2554,VN000000OPC9,OPC,Công ty cổ phần dược phẩm OPC
4,2555,VN000000ORS1,ORS,Công ty Cổ phần Chứng khoán Tiên Phong
5,2556,VN000000OTG2,OTG,Công ty cổ phần Otran Logistics
6,2557,VN000000PAC8,PAC,Công ty Cổ phần Pin Ắc quy miền Nam
7,2558,VN000000PAI5,PAI,"Công ty cổ phần Công nghệ thông tin, Viễn thông và Tự động hóa Dầu Khí"
8,2559,VN000000PAN5,PAN,Công ty cổ phần Tập đoàn PAN
9,2560,VN000000PAP0,PAP,Công ty cổ phần Dầu khí Đầu tư khai thác cảng Phước An
0,2561,VN000000PAS4,PAS,Công ty cổ phần Quốc tế Phương Anh
1,2562,VN000000PBC6,PBC,Công ty cổ phần Dược phẩm Trung ương I-Pharbaco
2,2563,VN000000PBK9,PBK,Công ty cổ phần Điện lực Dầu khí Bắc Kạn
3,2564,VN000000PBP8,PBP,Công ty cổ phần Bao bì dầu khí Việt Nam
4,2565,VN000000PBT0,PBT,Công ty Cổ phần Nhà và Thương mại Dầu khí
5,2566,VN000000PC11,PC1,Công ty cổ phần Xây lắp điện 1
6,2567,VN000000PCC4,PCC,Công ty cổ phần Tập đoàn Xây lắp 1 - Petrolimex
7,2568,VN000000PCE0,PCE,Công ty cổ phần Phân bón và Hóa chất Dầu khí Miền Trung
8,2569,VN000000PCF7,PCF,Công ty cổ phần Cà phê Petec
9,2570,VN000000PCG5,PCG,Công ty Cổ phần Đầu tư Phát triển GAS Đô thị
0,2571,VN000000PCM3,PCM,Công ty Cổ phần Vật liệu xây dựng Bưu điện
1,2572,VN000000PCN1,PCN,Công ty cổ phần Hóa phẩm dầu khí DMC – Miền Bắc
2,2573,VN000000PCT8,PCT,CTCP Vận tải Khí và Hóa chất Việt Nam
3,2574,VN000000PDB4,PDB,Công ty cổ phần Tập đoàn Đầu tư Din Capital
4,2575,VN000000PDC2,PDC,Công ty cổ phần Du lịch Dầu khí Phương Đông
5,2576,VN000000PDN9,PDN,Công ty cổ phần Cảng Đồng Nai
6,2577,VN000000PDR0,PDR,CTCP Phát triển Bất động sản Phát Đạt
7,2578,VN000000PDT6,PDT,Công ty cổ phần Thương mại Dầu khí Đồng Tháp
8,2579,VN000000PDV2,PDV,Công ty cổ phần Vận tải Dầu Phương Đông Việt
9,2580,VN000000PEC0,PEC,Công ty cổ phần Cơ khí Điện Lực
0,2581,VN000000PEG1,PEG,Tổng Công ty Thương mại Kỹ thuật và Đầu tư - Công ty cổ phần
1,2582,VN000000PEN7,PEN,Công ty cổ phần Xây lắp III Petrolimex
2,2583,VN000000PEQ0,PEQ,Công ty cổ phần Thiết bị xăng dầu Petrolimex
3,2584,VN000000PET4,PET,Tổng công ty cổ phần Dịch vụ tổng hợp Dầu khí
4,2585,VN000000PFL8,PFL,Công ty cổ phần Dầu khí Đông Đô
5,2586,VN000000PFV7,PFV,Công ty cổ phần Đầu tư và Thương mại PFV
6,2587,VN000000PGB7,PGB,Ngân hàng Thương mại cổ phần Xăng dầu Petrolimex
7,2588,VN000000PGC5,PGC,Tổng Công ty Gas Petrolimex - CTCP
8,2589,VN000000PGD3,PGD,Công ty CP Phân phối khí Thấp áp dầu khí Việt Nam
9,2590,VN000000PGI2,PGI,Tổng Công ty cổ phần Bảo hiểm Petrolimex
0,2591,VN000000PGN2,PGN,Công ty cổ phần Phụ Gia Nhựa
1,2592,VN000000PGS1,PGS,Công ty cổ phần Kinh doanh Khí miền Nam
2,2593,VN000000PGT9,PGT,Công ty Cổ phần PGT HOLDINGS
3,2594,VN000000PGV5,PGV,Tổng Công ty Phát điện 3 - Công ty cổ phần
4,2595,VN000000PHC3,PHC,Công ty cổ phần Xây dựng Phục Hưng Holdings
5,2596,VN000000PHH2,PHH,Công ty cổ phần Hồng Hà Việt Nam
6,2597,VN000000PHN0,PHN,Công ty cổ phần Pin Hà Nội
7,2598,VN000000PHP5,PHP,Công ty cổ phần Cảng Hải Phòng
8,2599,VN000000PHR1,PHR,Công ty cổ phần cao su Phước Hoà
9,2600,VN000000PHS9,PHS,Công ty Cổ phần Chứng khoán Phú Hưng
0,2601,VN000000PHS9,PHS,Công ty cổ phần Chứng khoán Phú Hưng
1,2602,VN000000PHT7,PHT,Công ty Cổ phần Sản xuất và Thương mại Phúc Tiến
2,2603,VN000000PIA5,PIA,Công ty cổ phần Tin học Viễn thông Petrolimex
3,2604,VN000000PIC1,PIC,Công ty cổ phần Đầu tư Điện lực 3
4,2605,VN000000PID9,PID,Công ty cổ phần Trang trí Nội thất Dầu khí
5,2606,VN000000PIS7,PIS,Tổng Công ty PISICO Bình Định - Công ty cổ phần
6,2607,VN000000PIT5,PIT,Công ty Cổ phần Xuất nhập khẩu Petrolimex
7,2608,VN000000PIV1,PIV,Công ty cổ phần PIV
8,2609,VN000000PJC9,PJC,Công ty Cổ phần Thương mại và Vận tải Petrolimex Hà Nội
9,2610,VN000000PJS5,PJS,Công ty cổ phần Cấp nước Phú Hoà Tân
0,2611,VN000000PJT3,PJT,Công ty cổ phần vận tải xăng dầu đường thuỷ Petrolimex
1,2612,VN000000PKR5,PKR,Công ty cổ phần Đường sắt Phú Khánh
2,2613,VN000000PLA9,PLA,Công ty cổ phần Đầu tư và Dịch vụ Hạ tầng Xăng Dầu
3,2614,VN000000PLC5,PLC,Tổng Công ty Hóa dầu Petrolimex - CTCP
4,2615,VN000000PLE1,PLE,Công ty cổ phần Tư vấn Xây dựng Petrolimex
5,2616,VN000000PLO0,PLO,Công ty cổ phần Kho vận Petec
6,2617,VN000000PLP7,PLP,Công ty cổ phần Sản xuất và Công nghệ Nhựa Pha Lê
7,2618,VN000000PLX1,PLX,Tập đoàn Xăng dầu Việt Nam
8,2619,VN000000PMB5,PMB,Công ty cổ phần Phân bón và Hóa chất Dầu khí Miền Bắc
9,2620,VN000000PMC3,PMC,Công ty Cổ phần Dược phẩm dược liệu Pharmedic
0,2621,VN000000PME9,PME,Công ty cổ phần Pymepharco
1,2622,VN000000PMG4,PMG,Công ty cổ phần Đầu tư và Sản xuất Petro Miền Trung
2,2623,VN000000PMJ8,PMJ,Công ty cổ phần Vật tư Bưu điện
3,2624,VN000000PMP5,PMP,Công ty cổ phần Bao bì đạm Phú Mỹ
4,2625,VN000000PMS9,PMS,Công ty cổ phần Cơ khí Xăng Dầu
5,2626,VN000000PMT7,PMT,Công ty cổ phần Viễn thông Telvina Việt Nam
6,2627,VN000000PMW1,PMW,Công ty cổ phần Cấp nước Phú Mỹ
7,2628,VN000000PNC1,PNC,Công ty cổ phần Văn hoá Phương Nam
8,2629,VN000000PND9,PND,Công ty cổ phần Xăng dầu Dầu khí Nam Định
9,2630,VN000000PNG2,PNG,Công ty cổ phần Thương mại Phú Nhuận
0,2631,VN000000PNJ6,PNJ,Công ty CP Vàng bạc Đá quý Phú Nhuận
1,2632,VN000000PNP3,PNP,Công ty cổ phần Tân Cảng – Phú Hữu
2,2633,VN000000PNT5,PNT,CTCP Kỹ thuật Xây dựng Phú Nhuận
3,2634,VN000000POB1,POB,Công ty cổ phần Xăng dầu Dầu khí Thái Bình
4,2635,VN000000POM8,POM,Công ty Cổ phần Thép Pomina
5,2636,VN000000POS5,POS,"Công ty cổ phần Dịch vụ Lắp đặt, Vận hành và Bảo dưỡng Công trình Dầu khí biển PTSC"
6,2637,VN000000POT3,POT,Công ty cổ phần Thiết bị Bưu điện
7,2638,VN000000POV9,POV,Công ty cổ phần Xăng dầu Dầu khí Vũng Áng
8,2639,VN000000POW7,POW,Tổng công ty Điện lực Dầu khí Việt Nam – Công ty cổ phần
9,2640,VN000000PPC6,PPC,Công ty cổ phần Nhiệt điện Phả Lại
0,2641,VN000000PPE2,PPE,Công ty cổ phần Tư vấn Điện lực Dầu khí Việt Nam
1,2642,VN000000PPG7,PPG,Công ty Cổ phần Sản xuất Thương mại - Dịch vụ Phú Phong
2,2643,VN000000PPH5,PPH,Tổng công ty cổ phần Phong Phú
3,2644,VN000000PPI3,PPI,Công ty cổ phần Đầu tư và Phát triển Dự án Hạ tầng Thái Bình Dương
4,2645,VN000000PPP8,PPP,Công ty Cổ phần Dược phẩm Phong Phú
5,2646,VN000000PPS2,PPS,CTCP Dịch vụ Kỹ thuật điện lực dầu khí Việt Nam
6,2647,VN000000PPV6,PPV,Công ty cổ phần Phốt pho Việt Nam
7,2648,VN000000PPY0,PPY,Công ty cổ phần Xăng dầu Dầu khí Phú Yên
8,2649,VN000000PQN1,PQN,Công ty cổ phần Dịch vụ Dầu khí Quảng Ngãi PTSC
9,2650,VN000000PRC2,PRC,Công ty cổ phần Logistics Portserco
0,2651,VN000000PRE8,PRE,Tổng công ty cổ phần Tái bảo hiểm PVI
1,2652,VN000000PRO7,PRO,Công ty cổ phần Procimex Việt Nam
2,2653,VN000000PRT6,PRT,Tổng công ty Sản xuất - Xuất nhập khẩu Bình Dương - Công ty cổ phần
3,2654,VN000PRUBF19,PRUBF1,Công ty TNHH Quản lý Quỹ EASTSPRING INVESTMENTS
4,2655,VN000000PSB2,PSB,CTCP Đầu tư Dầu khí Sao Mai - Bến Đình
5,2656,VN000000PSC0,PSC,CTCP Vận tải và Dịch vụ Petrolimex Sài Gòn
6,2657,VN000000PSD8,PSD,Công ty cổ phần Dịch vụ Phân phối Tổng hợp Dầu khí
7,2658,VN000000PSE6,PSE,Công ty cổ phần Phân bón và Hóa chất dầu khí Đông Nam Bộ
8,2659,VN000000PSG1,PSG,Công ty cổ phần Đầu tư và Xây lắp Dầu khí Sài Gòn
9,2660,VN000000PSH9,PSH,Công ty cổ phần Thương mại Đầu tư Dầu khí Nam Sông Hậu
0,2661,VN000000PSI7,PSI,Công ty Cổ phần Chứng khoán Dầu Khí
1,2662,VN000000PSL1,PSL,CTCP chăn nuôi Phú Sơn
2,2663,VN000000PSN7,PSN,Công ty cổ phần Cảng Dịch vụ Dầu khí Tổng hợp PTSC Thanh Hóa
3,2664,VN000000PSP2,PSP,Công ty cổ phần Cảng dịch vụ Dầu khí Đình Vũ
4,2665,VN000000PSW8,PSW,Công ty cổ phần Phân bón và Hóa chất dầu khí Tây Nam Bộ
5,2666,VN000000PTB0,PTB,Công ty cổ phần Phú Tài
6,2667,VN000000PTC8,PTC,Công ty Cổ phần Đầu tư và Xây dựng Bưu điện
7,2668,VN000000PTD6,PTD,CTCP Thiết kế Xây dựng Thương mại Phúc Thịnh
8,2669,VN000000PTE4,PTE,Công ty cổ phần Xi măng Phú Thọ
9,2670,VN000000PTG9,PTG,Công ty cổ phần May Xuất khẩu Phan Thiết
0,2671,VN000000PTH7,PTH,Công ty cổ phần Vận tải và Dịch vụ Petrolimex Hà tây
1,2672,VN000000PTI5,PTI,Tổng Công ty cổ phần Bảo hiểm Bưu điện
2,2673,VN000000PTK1,PTK,Công ty cổ phần Luyện kim Phú Thịnh
3,2674,VN000000PTL9,PTL,CTCP Đầu tư Hạ tầng và Đô thị Dầu khí
4,2675,VN000000PTM7,PTM,"Công ty Cổ phần Sản xuất, Thương mại và Dịch vụ ô tô PTM"
5,2676,VN000000PTN5,PTN,Công ty cổ phần Phát triển nhà Khánh Hòa
6,2677,VN000000PTO3,PTO,Công ty cổ phần Dịch vụ - Xây dựng công trình Bưu điện
7,2678,VN000000PTP0,PTP,CTCP Dịch vụ Viễn thông và In Bưu Điện
8,2679,VN000000PTS4,PTS,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng
9,2680,VN000000PTT2,PTT,Công ty Cổ phần Vận tải Dầu khí Đông Dương
0,2681,VN000000PTV8,PTV,Công ty cổ phần Thương mại Dầu khí
1,2682,VN000000PTX4,PTX,Công ty cổ phần Vận tải và Dịch vụ Petrolimex Nghệ Tĩnh
